#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt
Merged-chr6-13725841-1	chr6	13725791	13725891	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41572
Merged-chr6-13814411-1	chr6	13814361	13814461	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41576
Merged-chrX-54440401-1	chrX	54440351	54440451	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53592
Merged-chr16-19114219-1	chr16	19114169	19114269	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17676
Merged-chr16-19122024-1	chr16	19121974	19122074	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17677
Merged-chr2-229974360-1	chr2	229974310	229974410	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_28097
Merged-chr15-63019626-1	chr15	63019576	63019676	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_16086
Merged-chr15-63157387-1	chr15	63157337	63157437	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_16091
Merged-chr8-22693471-1	chr8	22693421	22693521	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48003
Merged-chr8-23069035-1	chr8	23068985	23069085	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48019
Merged-chr4-163333281-1	chr4	163333231	163333331	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37628
Merged-chr8-110353426-1	chr8	110353376	110353476	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49660
Merged-chr4-165331507-1	chr4	165331457	165331557	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37654
Merged-chr8-110931955-1	chr8	110931905	110932005	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49676
Merged-chr12-131609255-1	chr12	131609205	131609305	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12014
Merged-chr2-11071438-1	chr2	11071388	11071488	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_24030
Merged-chr2-11539598-1	chr2	11539548	11539648	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_24046
Merged-chr12-132284910-1	chr12	132284860	132284960	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12036
Merged-chr4-40587959-1	chr4	40587909	40588009	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_36072
Merged-chr8-27459354-1	chr8	27459304	27459404	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48095
Merged-chr2-12456632-1	chr2	12456582	12456682	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_24069
Merged-chr11-76721969-1	chr11	76721919	76722019	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_8517
Merged-chr2-96874514-1	chr2	96874464	96874564	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_25674
Merged-chr4-168797357-1	chr4	168797307	168797407	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37692
Merged-chr12-132827924-1	chr12	132827874	132827974	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12053
Merged-chr12-132887148-1	chr12	132887098	132887198	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12055
Merged-chr13-19634463-1	chr13	19634413	19634513	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12075
Merged-chr6-137589127-1	chr6	137589077	137589177	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_44024
Merged-chr6-138087744-1	chr6	138087694	138087794	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_44034
Merged-chr7-44986704-1	chr7	44986654	44986754	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_45646
Merged-chr6-138493696-1	chr6	138493646	138493746	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_44048
Merged-chr7-46072818-1	chr7	46072768	46072868	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_45667
Merged-chr17-50151185-1	chr17	50151135	50151235	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20029
Merged-chr17-50396711-1	chr17	50396661	50396761	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20039
Merged-chr7-47195808-1	chr7	47195758	47195858	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_45684
Merged-chr17-51153042-1	chr17	51152992	51153092	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20076
Merged-chr1-232150086-1	chr1	232150036	232150136	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_4548
Merged-chr1-233520773-1	chr1	233520723	233520823	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_4576
Merged-chr1-233614068-1	chr1	233614018	233614118	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_4579
Merged-chr1-9428961-1	chr1	9428911	9429011	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_200
Merged-chr1-9476918-1	chr1	9476868	9476968	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_202
Merged-chrX-55161287-1	chrX	55161237	55161337	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53606
Merged-chrX-56784252-1	chrX	56784202	56784302	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53620
Merged-chrX-57156624-1	chrX	57156574	57156674	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53624
Merged-chr20-53513614-1	chr20	53513564	53513664	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29715
Merged-chr1-10900317-1	chr1	10900267	10900367	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_245
Merged-chr6-15254152-1	chr6	15254102	15254202	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41613
Merged-chr16-20323775-1	chr16	20323725	20323825	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17700
Merged-chr9-105695178-1	chr9	105695128	105695228	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_52045
Merged-chrX-67619403-1	chrX	67619353	67619453	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53663
Merged-chr20-53820062-1	chr20	53820012	53820112	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29758
Merged-chr15-64460569-1	chr15	64460519	64460619	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_16132
Merged-chr5-134005169-1	chr5	134005119	134005219	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_40055
Merged-chr16-22297756-1	chr16	22297706	22297806	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17749
Merged-chr20-53883580-1	chr20	53883530	53883630	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29767
Merged-chr20-53885162-1	chr20	53885112	53885212	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29768
Merged-chrX-69158669-1	chrX	69158619	69158719	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53685
Merged-chr2-233413743-1	chr2	233413693	233413793	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_28178
Merged-chr5-135020339-1	chr5	135020289	135020389	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_40095
Merged-chr5-135072887-1	chr5	135072837	135072937	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_40097
Merged-chr8-112026896-1	chr8	112026846	112026946	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49703
Merged-chr4-170026422-1	chr4	170026372	170026472	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37717
Merged-chr8-29669485-1	chr8	29669435	29669535	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48145
Merged-chr14-34629770-1	chr14	34629720	34629820	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_13703
Merged-chr4-48955017-1	chr4	48954967	48955067	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_36149
Merged-chr2-100321297-1	chr2	100321247	100321347	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_25739
Merged-chr4-172982308-1	chr4	172982258	172982358	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37755
Merged-chr13-20902756-1	chr13	20902706	20902806	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_12110
Merged-chr2-16852877-1	chr2	16852827	16852927	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_24145
Merged-chr8-116788673-1	chr8	116788623	116788723	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49792
Merged-chr8-116803249-1	chr8	116803199	116803299	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49793
Merged-chr8-116912824-1	chr8	116912774	116912874	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49798
Merged-chr8-116927342-1	chr8	116927292	116927392	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49799
Merged-chr4-174120606-1	chr4	174120556	174120656	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37784
Merged-chr10-129579380-1	chr10	129579330	129579430	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_7008
Merged-chr4-53537796-1	chr4	53537746	53537846	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_36180
Merged-chr4-53614899-1	chr4	53614849	53614949	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_36183
Merged-chr2-101710125-1	chr2	101710075	101710175	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_25776
Merged-chr4-174522418-1	chr4	174522368	174522468	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37791
Merged-chr10-132311612-1	chr10	132311562	132311662	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_7037
Merged-chr14-37616436-1	chr14	37616386	37616486	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_13783
Merged-chr7-50492935-1	chr7	50492885	50492985	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_45729
Merged-chr3-32276616-1	chr3	32276566	32276666	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_32128
Merged-chr18-44098943-1	chr18	44098893	44098993	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_21718
Merged-chr17-54901533-1	chr17	54901483	54901583	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20119
Merged-chr18-44895697-1	chr18	44895647	44895747	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_21726
Merged-chr17-55276663-1	chr17	55276613	55276713	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20127
Merged-chr3-32947954-1	chr3	32947904	32948004	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_32143
Merged-chr6-143744997-1	chr6	143744947	143745047	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_44163
Merged-chr17-55549452-1	chr17	55549402	55549502	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20137
Merged-chr3-33718317-1	chr3	33718267	33718367	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_32153
Merged-chr17-55743191-1	chr17	55743141	55743241	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20143
Merged-chr17-56110942-1	chr17	56110892	56110992	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20148
Merged-chr7-55133103-1	chr7	55133053	55133153	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_45794
Merged-chr1-168991915-1	chr1	168991865	168991965	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_3038
Merged-chr17-57463407-1	chr17	57463357	57463457	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_20198
Merged-chr1-235971940-1	chr1	235971890	235971990	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_4642
Merged-chrX-72018691-1	chrX	72018641	72018741	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53727
Merged-chr20-54340466-1	chr20	54340416	54340516	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29816
Merged-chr2-235511572-1	chr2	235511522	235511622	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_28211
Merged-chr6-19867371-1	chr6	19867321	19867421	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41712
Merged-chr6-20211479-1	chr6	20211429	20211529	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41719
Merged-chrX-73128092-1	chrX	73128042	73128142	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53739
Merged-chr20-54585409-1	chr20	54585359	54585459	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29822
Merged-chr15-66843034-1	chr15	66842984	66843084	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_16204
Merged-chr5-136053704-1	chr5	136053654	136053754	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_40128
Merged-chr16-24841587-1	chr16	24841537	24841637	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17815
Merged-chr16-24844700-1	chr16	24844650	24844750	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17816
Merged-chr2-237197115-1	chr2	237197065	237197165	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_28244
Merged-chrX-75274104-1	chrX	75274054	75274154	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53765
Merged-chr20-56400298-1	chr20	56400248	56400348	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_29858
Merged-chr9-110602439-1	chr9	110602389	110602489	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_52170
Merged-chr16-27181182-1	chr16	27181132	27181232	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17846
Merged-chr15-68559842-1	chr15	68559792	68559892	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_16245
Merged-chr6-24341487-1	chr6	24341437	24341537	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_41775
Merged-chrX-80550922-1	chrX	80550872	80550972	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_53798
Merged-chr5-138595558-1	chr5	138595508	138595608	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_40191
Merged-chr16-28549529-1	chr16	28549479	28549579	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_17894
Merged-chr8-37546349-1	chr8	37546299	37546399	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48200
Merged-chr8-37547116-1	chr8	37547066	37547166	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_48201
Merged-chr8-117615497-1	chr8	117615447	117615547	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49812
Merged-chr8-117761283-1	chr8	117761233	117761333	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49813
Merged-chr8-117847841-1	chr8	117847791	117847891	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49815
Merged-chr4-175935186-1	chr4	175935136	175935236	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37811
Merged-chr8-118897263-1	chr8	118897213	118897313	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49840
Merged-chr2-104434498-1	chr2	104434448	104434548	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_25822
Merged-chr14-39218527-1	chr14	39218477	39218577	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_13807
Merged-chr4-180424324-1	chr4	180424274	180424374	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37841
Merged-chr8-119855648-1	chr8	119855598	119855698	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_49867
Merged-chr2-105345023-1	chr2	105344973	105345073	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_25838
Merged-chr4-183398787-1	chr4	183398737	183398837	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt	1			siIkBa_120_peak_37856
