#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt
Merged-chr2-197813377-1	chr2	197813327	197813427	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22652
Merged-chr1-235511690-1	chr1	235511640	235511740	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3839
Merged-chr1-155094630-1	chr1	155094580	155094680	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2234
Merged-chr1-155145742-1	chr1	155145692	155145792	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2238
Merged-chr2-199716954-1	chr2	199716904	199717004	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22672
Merged-chr1-235742636-1	chr1	235742586	235742686	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3843
Merged-chr1-236150466-1	chr1	236150416	236150516	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3850
Merged-chr1-236282513-1	chr1	236282463	236282563	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3851
Merged-chr1-236517467-1	chr1	236517417	236517517	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3858
Merged-chr1-155989316-1	chr1	155989266	155989366	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2268
Merged-chr1-156123376-1	chr1	156123326	156123426	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2279
Merged-chr13-73138802-1	chr13	73138752	73138852	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_10695
Merged-chr1-240189543-1	chr1	240189493	240189593	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3889
Merged-chr1-156212922-1	chr1	156212872	156212972	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2283
Merged-chr1-156281911-1	chr1	156281861	156281961	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2284
Merged-chr1-156456766-1	chr1	156456716	156456816	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2294
Merged-chr1-156471702-1	chr1	156471652	156471752	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2296
Merged-chr3-190504809-1	chr3	190504759	190504859	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29101
Merged-chr9-92947367-1	chr9	92947317	92947417	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42612
Merged-chr9-93021001-1	chr9	93020951	93021051	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42616
Merged-chr3-191330253-1	chr3	191330203	191330303	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29117
Merged-chr3-191417190-1	chr3	191417140	191417240	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29119
Merged-chr19-18757041-1	chr19	18756991	18757091	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18708
Merged-chr17-68197487-1	chr17	68197437	68197537	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_17104
Merged-chr3-191443435-1	chr3	191443385	191443485	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29120
Merged-chr17-68263145-1	chr17	68263095	68263195	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_17109
Merged-chr19-18879924-1	chr19	18879874	18879974	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18712
Merged-chr3-192487190-1	chr3	192487140	192487240	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29131
Merged-chr3-192571754-1	chr3	192571704	192571804	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29134
Merged-chr3-192750519-1	chr3	192750469	192750569	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29138
Merged-chr8-115185795-1	chr8	115185745	115185845	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41034
Merged-chr19-19377903-1	chr19	19377853	19377953	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18729
Merged-chr4-126583714-1	chr4	126583664	126583764	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30625
Merged-chr8-115943826-1	chr8	115943776	115943876	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41046
Merged-chr19-19591321-1	chr19	19591271	19591371	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18734
Merged-chr4-127622906-1	chr4	127622856	127622956	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30631
Merged-chr3-193791814-1	chr3	193791764	193791864	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29162
Merged-chr4-128228969-1	chr4	128228919	128229019	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30647
Merged-chr19-21328923-1	chr19	21328873	21328973	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18751
Merged-chr4-128380076-1	chr4	128380026	128380126	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30650
Merged-chr9-95486463-1	chr9	95486413	95486513	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42671
Merged-chr8-116912762-1	chr8	116912712	116912812	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41070
Merged-chr19-23274220-1	chr19	23274170	23274270	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_18764
Merged-chr4-130296646-1	chr4	130296596	130296696	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30666
Merged-chr3-194275353-1	chr3	194275303	194275403	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29182
Merged-chr8-118000459-1	chr8	118000409	118000509	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41088
Merged-chr3-194644783-1	chr3	194644733	194644833	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29192
Merged-chr4-133081417-1	chr4	133081367	133081467	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30678
Merged-chr3-194730517-1	chr3	194730467	194730567	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_29194
Merged-chr4-134906604-1	chr4	134906554	134906654	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30688
Merged-chr4-134935600-1	chr4	134935550	134935650	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30689
Merged-chr4-136831711-1	chr4	136831661	136831761	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_30697
Merged-chr7-122144004-1	chr7	122143954	122144054	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38701
Merged-chr7-17942473-1	chr7	17942423	17942523	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37125
Merged-chr7-123749398-1	chr7	123749348	123749448	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38732
Merged-chr7-19713886-1	chr7	19713836	19713936	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37136
Merged-chr7-124920002-1	chr7	124919952	124920052	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38747
Merged-chr21-33230376-1	chr21	33230326	33230426	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25123
Merged-chr7-20330266-1	chr7	20330216	20330316	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37146
Merged-chr7-20458761-1	chr7	20458711	20458811	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37148
Merged-chr16-25118753-1	chr16	25118703	25118803	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14713
Merged-chr7-127067146-1	chr7	127067096	127067196	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38758
Merged-chr12-8828141-1	chr12	8828091	8828191	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7901
Merged-chr15-55358649-1	chr15	55358599	55358699	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13113
Merged-chr15-55526645-1	chr15	55526595	55526695	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13117
Merged-chr1-29182065-1	chr1	29182015	29182115	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_561
Merged-chr1-29237286-1	chr1	29237236	29237336	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_563
Merged-chr16-27109832-1	chr16	27109782	27109882	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14724
Merged-chr3-47802446-1	chr3	47802396	47802496	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26745
Merged-chr12-9648179-1	chr12	9648129	9648229	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7914
Merged-chr7-21944833-1	chr7	21944783	21944883	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37168
Merged-chr1-29415559-1	chr1	29415509	29415609	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_572
Merged-chr16-27597523-1	chr16	27597473	27597573	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_14739
Merged-chr12-10636855-1	chr12	10636805	10636905	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7925
Merged-chr12-10674161-1	chr12	10674111	10674211	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7926
Merged-chr12-10716906-1	chr12	10716856	10716956	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7927
Merged-chr7-128435510-1	chr7	128435460	128435560	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_38787
Merged-chr15-57486044-1	chr15	57485994	57486094	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13141
Merged-chr11-32173620-1	chr11	32173570	32173670	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6337
Merged-chr7-23181938-1	chr7	23181888	23181988	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37191
Merged-chr7-23531157-1	chr7	23531107	23531207	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_37199
Merged-chr3-49470506-1	chr3	49470456	49470556	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26785
Merged-chr12-12704814-1	chr12	12704764	12704864	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7957
Merged-chr21-37047190-1	chr21	37047140	37047240	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25185
Merged-chr11-33039926-1	chr11	33039876	33039976	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6353
Merged-chr11-33371300-1	chr11	33371250	33371350	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6356
Merged-chr3-49904073-1	chr3	49904023	49904123	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_26797
Merged-chr15-58987639-1	chr15	58987589	58987689	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13171
Merged-chr21-37564950-1	chr21	37564900	37565000	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25198
Merged-chr11-34045170-1	chr11	34045120	34045220	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6369
Merged-chr12-13061895-1	chr12	13061845	13061945	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7970
Merged-chr12-13203151-1	chr12	13203101	13203201	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7975
Merged-chr11-34215049-1	chr11	34214999	34215099	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6374
Merged-chr11-34296646-1	chr11	34296596	34296696	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_6379
Merged-chr12-14417856-1	chr12	14417806	14417906	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_7989
Merged-chr6-35297770-1	chr6	35297720	35297820	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34702
Merged-chr5-138528408-1	chr5	138528358	138528458	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33100
Merged-chr2-85189142-1	chr2	85189092	85189192	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21101
Merged-chr6-36682977-1	chr6	36682927	36683027	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34738
Merged-chr2-202238602-1	chr2	202238552	202238652	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22723
Merged-chr6-36929804-1	chr6	36929754	36929854	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34744
Merged-chr6-36963225-1	chr6	36963175	36963275	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_34745
Merged-chr5-140152409-1	chr5	140152359	140152459	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33143
Merged-chr2-86072524-1	chr2	86072474	86072574	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21129
Merged-chr1-241265417-1	chr1	241265367	241265467	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3902
Merged-chr1-156625923-1	chr1	156625873	156625973	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2307
Merged-chr13-77333730-1	chr13	77333680	77333780	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_10728
Merged-chr1-241756764-1	chr1	241756714	241756814	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3916
Merged-chr2-86440853-1	chr2	86440803	86440903	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21140
Merged-chr1-156677489-1	chr1	156677439	156677539	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2310
Merged-chr2-204122730-1	chr2	204122680	204122780	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22755
Merged-chr2-204127405-1	chr2	204127355	204127455	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22756
Merged-chr1-156926419-1	chr1	156926369	156926469	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2321
Merged-chr2-204484251-1	chr2	204484201	204484301	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_22760
Merged-chr2-88454948-1	chr2	88454898	88454998	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21164
Merged-chr1-157403304-1	chr1	157403254	157403354	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2335
Merged-chr1-244834958-1	chr1	244834908	244835008	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_3949
Merged-chr5-141692363-1	chr5	141692313	141692413	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33196
Merged-chr13-91349089-1	chr13	91349039	91349139	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_10774
Merged-chr2-95666756-1	chr2	95666706	95666806	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21193
Merged-chr1-160262453-1	chr1	160262403	160262503	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2376
Merged-chr1-160401821-1	chr1	160401771	160401871	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2379
Merged-chr1-160618852-1	chr1	160618802	160618902	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2383
Merged-chr1-161020856-1	chr1	161020806	161020906	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_2392
Merged-chr9-97468757-1	chr9	97468707	97468807	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42706
Merged-chr8-119209545-1	chr8	119209495	119209595	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41108
Merged-chr8-119291539-1	chr8	119291489	119291589	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41111
Merged-chr8-119452079-1	chr8	119452029	119452129	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41115
Merged-chr17-73421080-1	chr17	73421030	73421130	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_17204
Merged-chr9-97923817-1	chr9	97923767	97923867	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_42722
Merged-chr8-119980370-1	chr8	119980320	119980420	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41127
